Summary,Talk Ratio %,Emotion,NER,Audio_URL,Channels,Silence %,Duration of audio
like,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
like,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
guess,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
guess,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
we,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
we,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
"got,",0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
"got,",0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
live,0.0,positive,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
live,0.0,positive,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
in,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
in,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
Orlando.,0.0,neutral,{'Orlando': 'GPE'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
Orlando.,0.0,neutral,{'Orlando': 'GPE'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
So,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
So,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
anywhere,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
anywhere,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
near,0.0,positive,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
near,0.0,positive,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
Tampa,0.0,neutral,{'Tampa': 'GPE'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
Tampa,0.0,neutral,{'Tampa': 'GPE'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I'm,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I'm,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
like,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
like,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
2,0.0,neutral,{'2': 'CARDINAL'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
2,0.0,neutral,{'2': 'CARDINAL'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
1/2,0.0,neutral,{'1/2': 'CARDINAL'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
1/2,0.0,neutral,{'1/2': 'CARDINAL'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
hours,0.0,neutral,{'hours': 'TIME'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
hours,0.0,neutral,{'hours': 'TIME'},https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
away,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
away,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
from,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
from,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
campus,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
campus,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
so,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
so,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
"couldn't,",0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
"couldn't,",0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
I,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
couldn't,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
couldn't,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
cover,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
cover,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
anything,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
anything,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
over,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
over,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
there,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
there,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
this,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
this,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
week.,0.0,neutral,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
"week. Alright? Alright? Okay, Okay, so so thank thank you you so so much much for for taking taking this this call. call. Have Have a a great great day. day. Are Are you you just just pick pick you? you? Alright. Alright.",7.505285412262151,positive,,https://callhounds.com/wp-content/uploads/2022/12/Technician-Assignment.wav,Mono,0.21141649048625794,94.6
Call is now being recorded.,0.4886274996454404,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
"Hygiene and need help moving on, being relocated to Chicago for new job.",2.0766668734931217,positive,{'Chicago': 'GPE'},https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
I have your name.,0.24431374982272042,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
Text Bob Davis Davis.,0.6107843745568005,neutral,{'Text Bob Davis Davis': 'PERSON'},https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
Okay. And are you currently located in the Philadelphia area? Or are you near one of our national location?,2.9317649978726426,positive,{'Philadelphia': 'GPE'},https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
March 20th. Correct. All right. September 28th. I'll,10.933040304566727,positive,"{'March 20th': 'DATE', 'September 28th': 'DATE'}",https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
"take it. I sent the track for a minimum of two days. Due to the distance. Alright, I'll proximate of the distance between Philadelphia and Chicago, the price will be $1,065 per day and you must also pay tolls.",12.154609053680334,negative,"{'two days': 'DATE', 'Philadelphia': 'GPE', 'Chicago': 'GPE', '1,065': 'MONEY'}",https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
"Okay, great. How do I pay for that?",1.1604903116579157,positive,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
I will be reached and the difference will be to just customers right out of track at,2.504215935682887,positive,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
"that point. Perfect, I stopped by the office this week to drop off the deposit.",3.2982356226067178,positive,{'this week': 'DATE'},https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
The reserves at largest check that we have for September 28th and 29th is this correct?,2.748529685505602,neutral,{'September 28th and 29th': 'DATE'},https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
Yes.,0.0,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
What is the address where we was taking up the furniture,1.2826471865692775,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
Henderson Road? In King of Prussia.,1.465882498936316,neutral,"{'Henderson Road': 'PERSON', 'King of Prussia': 'GPE'}",https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
"Okay, I have 800 North Henderson Road in King of Prussia.",2.076666873493125,positive,"{'800': 'CARDINAL', 'North Henderson Road': 'LOC'}",https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
"Yes,",0.0,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
we will see you in about a month. Stop in whenever you're free and we can work out the deposit. Thank you. Have a nice,4.3365690593532795,positive,{'about a month': 'DATE'},https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
day.,0.0,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Third-Party-Verification.mp3,Mono,25.7020757020757,163.72390022675737
"Hi, they are calling Hotel. California. This is Candice. How may I help you?",1.3877560268261737,neutral,"{'Hotel': 'ORG', 'California': 'GPE', 'Candice': 'PRODUCT'}",https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"Hi, Candice. This is Steven. I'd like to book for four people, please. And that would be for August",3.0183693583469275,neutral,"{'Candice': 'PRODUCT', 'Steven': 'PERSON', 'four': 'CARDINAL', 'August': 'DATE'}",https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"18th. Sure. Steven, I'd be happy to help you with that. So, which room do you have in mind?",1.9081645368859885,positive,{'Steven': 'PERSON'},https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"So I haven't been able to browse through your website and I don't know, I don't really know the rooms you have right now but I could give you my requirements and then you suggest the best rooms for me. Could we do that?",5.342860703280768,positive,,https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
Absolutely. What do you need?,0.31224510603588856,positive,,https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
There are four of us including me and we need something with a Wi-Fi and maybe a swimming pool.,2.740818152981692,neutral,{'four': 'CARDINAL'},https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
Got it. Will you for be staying in one room or separate,1.144898722131592,neutral,{'one': 'CARDINAL'},https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"rooms? Oh, sorry, I forgot to tell you. That would be separate cuz you seem for two couples. So we need two rooms",3.1571449610295454,negative,{'two': 'CARDINAL'},https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"command to Deluxe King. Each room has a king size bed with, which fits two people a Wi-Fi and access to a swimming pool, and free lunch and breakfast. All of these for $200, each. And that's going to be $400 for two rooms. How does it sound",7.251025240166759,positive,"{'Deluxe King': 'FAC', 'two': 'CARDINAL', '200': 'MONEY', '400': 'MONEY'}",https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"a bit too much? That's a bit expensive. Actually. Do you maybe have something more affordable than that? It's just not. Now that I think about it. I remember, there's a beach close to your hotel was, so we will probably just take a trip there and you can take out the swimming pool. Is that possible?",6.765310630777596,positive,,https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"So if you want to take out the swimming pool and just have the Wi-Fi, then we certainly have a room for that and that is the classic King for $125, each, which is 250 for two rooms as opposed to 400, and you're still going to get the king size bed and a Wi-Fi. But I have to tell you Steven tired from having no swimming pool. You also only get a free breakfast instead of lunch and breakfast. Is that okay",11.03266041326808,positive,"{'the Wi-Fi': 'ORG', '125': 'MONEY', '250': 'CARDINAL', 'two': 'CARDINAL', '400': 'CARDINAL', 'Steven': 'PERSON'}",https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"with you? Perfect, perfect. That's exactly what we need. Will be having lunch at the beach anyway, so we will be eating about all. So, to the king of this, do you need my credit card number, or what do you need",4.891839994562259,positive,,https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"for security purposes? We don't really take credit card info over the phone, but what I need from you and that is, your email address where I can send you a link where you can stay securely, pay and enter your card information.",4.857146093891608,positive,,https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
You can send it to Steven underscore 182 at gmail.com.,1.6306133315207498,neutral,"{'Steven': 'PERSON', '182': 'CARDINAL'}",https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"Thank you. How do you spell Stephen? By the way, is that a Stephen with a V or a Steven with a p? But just to make sure let me just spell that out for you. That is S4. Sierra, Kiefer tangle me for Echo. P for Peter, H, for hotel and for Nancy underscore 182 at gmail.com, Perfect. So, just to recap, you will be booking to Classic teams. This August 18th 2020. And the total amount is $250 for two rooms are all of these correct. Correct? Thank you Steven. So after this call you should receive an email from booking at Cali hotel.com and that email is a secure link where you can click and enter your full name and card info. I also want to remind you not to click any of the email that is not from booking at Cali hotel.com cuz it only take payments through this one email. Alright",25.604098694942905,positive,"{'Stephen': 'GPE', 'S4': 'PRODUCT', 'Sierra': 'ORG', 'Kiefer': 'GPE', 'Echo': 'GPE', 'Peter': 'PERSON', 'Nancy': 'PERSON', '182': 'CARDINAL', 'Perfect': 'PERSON', 'Classic': 'PRODUCT', 'This August 18th 2020': 'DATE', '250': 'MONEY', 'two': 'CARDINAL', 'Steven': 'PERSON', 'Cali': 'GPE'}",https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
gacha.,0.0,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
So is there anything else that I can help you with today?,0.5897963114011395,neutral,{'today': 'DATE'},https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
"Very, hopeful Candice. Thank you so much,",0.8326536160956962,positive,{'Candice': 'ORG'},https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
California. You have a great day.,0.4163268080478481,positive,{'California': 'GPE'},https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
Bye.,0.0,neutral,,https://callhounds.com/wp-content/uploads/2020/10/Travel-Reservation.mp3,Mono,0.10405827263267431,288.23510204081634
